age,author_name,author_number,browser_codename,browser_detected,browser_name,browser_version,code_author_recog,confidence,correct_author_recog_response,correct_dutch_trial_lextale_response,correct_eng_trial_lextale_response,correct_fre_trial_lextale_response,correct_response,correct_response_author_recog,correct_response_mixed,correct_response_test,count_Stream_Test_sequence,date_startdate,date_startdateUTC,date_starttime,dutch_item,dutch_item_number,dutch_word_status,eng_item,eng_item_number,eng_word_status,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,exposure_stream,fre_item,fre_item_number,fre_word_status,global_test_counter,jatosCondition,jatosStudyResultId,jatosVersion,language,nr_correct,ntargets,phase,queryParams_SONA_ID,response_HP_test_question_key,response_OldNew_response,response_author_recog_response,response_behavior_screening_response,response_dutch_trial_lextale_response,response_eng_trial_lextale_response,response_fre_trial_lextale_response,response_gender_input,response_handedness_input,response_informed_consent_key,response_learn_disorder_input,response_mixed_OldNew_response,response_neuro_disorder_input,response_notes_response,response_smartphone_response,response_word_origin_response,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,set_origin,sona_participant_id,space_press_times,stimulus,stimulus_idx,stimulus_type,syllable_onset_time,system_os,target_onset_times,tdt_accuracy,tdt_mean_rt,tdt_total_hits,tdt_total_targets
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,05-02-26,05-02-26,12:47:39,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L2_L1,1046511,3.9.8,None,None,16,None,15949,1,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,672,1280,32,720,32,0,0,1280,None,15949,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,05-02-26,05-02-26,12:47:39,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L2_L1,1046511,3.9.8,None,None,16,None,15949,3,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,672,1280,32,720,32,0,0,1280,None,15949,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,05-02-26,05-02-26,12:47:39,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L2_L1,1046511,3.9.8,None,None,16,None,15949,1,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,672,1280,32,720,32,0,0,1280,None,15949,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,05-02-26,05-02-26,12:47:39,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L2_L1,1046511,3.9.8,None,None,16,None,15949,2,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,672,1280,32,720,32,0,0,1280,None,15949,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,05-02-26,05-02-26,12:47:39,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L2_L1,1046511,3.9.8,None,None,16,None,15949,3,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,672,1280,32,720,32,0,0,1280,None,15949,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,05-02-26,05-02-26,12:47:39,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L2_L1,1046511,3.9.8,None,None,16,None,15949,2,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,672,1280,32,720,32,0,0,1280,None,15949,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,None,None,None,None,None,None,None,None,None,0,05-02-26,05-02-26,12:47:39,None,None,None,None,None,None,0,0,0,0,0,"[2, 3, 6, 7, 0, 1, 8, 9, 12, 13, 14, 15, 10, 11, 4, 5, 2, 3, 4, 5, 10, 11, 14, 15, 0, 1, 8, 9, 12, 13, 6, 7, 2, 3, 99, 6, 7, 8, 9, 0, 1, 4, 5, 14, 15, 10, 11, 99, 12, 13, 2, 3, 6, 7, 14, 15, 10, 11, 0, 1, 4, 5, 8, 9, 12, 13, 99, 4, 5, 2, 3, 10, 11, 6, 7, 0, 1, 8, 9, 12, 13, 14, 15, 2, 3, 4, 5, 6, 7, 8, 9, 0, 1, 14, 15, 12, 13, 10, 11, 6, 7, 8, 9, 4, 5, 0, 1, 99, 2, 3, 14, 15, 10, 11, 12, 13, 4, 5, 12, 13, 8, 9, 10, 11, 14, 15, 99, 0, 1, 6, 7, 2, 3, 8, 9, 6, 7, 12, 13, 99, 14, 15, 2, 3, 4, 5, 0, 1, 10, 11, 0, 1, 14, 15, 8, 9, 2, 3, 12, 13, 4, 5, 6, 7, 10, 11, 4, 5, 10, 11, 99, 12, 13, 6, 7, 8, 9, 14, 15, 0, 1, 2, 3, 0, 1, 8, 9, 12, 13, 2, 3, 99, 6, 7, 4, 5, 14, 15, 10, 11, 14, 15, 4, 5, 6, 7, 0, 1, 2, 3, 8, 9, 10, 11, 12, 13, 2, 3, 12, 13, 6, 7, 4, 5, 10, 11, 99, 8, 9, 14, 15, 0, 1, 2, 3, 8, 9, 4, 5, 10, 11, 12, 13, 0, 1, 6, 7, 14, 15, 99, 10, 11, 14, 15, 2, 3, 8, 9, 4, 5, 0, 1, 12, 13, 6, 7, 0, 1, 12, 13, 14, 15, 6, 7, 8, 9, 99, 2, 3, 4, 5, 10, 11, 6, 7, 2, 3, 8, 9, 99, 0, 1, 4, 5, 14, 15, 12, 13, 10, 11, 2, 3, 4, 5, 12, 13, 10, 11, 6, 7, 8, 9, 14, 15, 0, 1, 14, 15, 0, 1, 4, 5, 8, 9, 99, 12, 13, 10, 11, 6, 7, 2, 3, 8, 9, 4, 5, 6, 7, 14, 15, 0, 1, 99, 12, 13, 2, 3, 10, 11, 12, 13, 10, 11, 0, 1, 2, 3, 6, 7, 4, 5, 8, 9, 14, 15, 4, 5, 12, 13, 8, 9, 99, 0, 1, 2, 3, 14, 15, 10, 11, 99, 6, 7, 10, 11, 2, 3, 0, 1, 6, 7, 8, 9, 4, 5, 12, 13, 14, 15, 12, 13, 6, 7, 10, 11, 99, 0, 1, 4, 5, 14, 15, 8, 9, 2, 3, 12, 13, 2, 3, 0, 1, 10, 11, 4, 5, 14, 15, 8, 9, 6, 7]",None,None,None,0,L2_L1,1046511,3.9.8,L2,16,16,exposure_with_TDT,15949,None,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,672,1280,32,720,32,0,0,1280,None,15949,"[1772711659926, 1772711665238, 1772711673137, 1772711687405, 1772711690228, 1772711698101, 1772711703642, 1772711716524, 1772711725134, 1772711739730, 1772711749884, 1772711760433, 1772711765920, 1772711780497, 1772711788485, 1772711800342, 1772711803116, 1772711814437]",None,None,None,"[1772711644954, 1772711645370, 1772711645787, 1772711646204, 1772711646621, 1772711647037, 1772711647454, 1772711647870, 1772711648287, 1772711648695, 1772711649103, 1772711649520, 1772711649937, 1772711650353, 1772711650770, 1772711651187, 1772711651603, 1772711652020, 1772711652427, 1772711652838, 1772711653254, 1772711653669, 1772711654086, 1772711654504, 1772711654919, 1772711655338, 1772711655754, 1772711656171, 1772711656588, 1772711657007, 1772711657420, 1772711657837, 1772711658241, 1772711658653, 1772711659070, 1772711659487, 1772711659904, 1772711660320, 1772711660737, 1772711661153, 1772711661570, 1772711661987, 1772711662404, 1772711662820, 1772711663238, 1772711663654, 1772711664073, 1772711664486, 1772711664903, 1772711665320, 1772711665738, 1772711666154, 1772711666570, 1772711666987, 1772711667404, 1772711667820, 1772711668238, 1772711668654, 1772711669070, 1772711669487, 1772711669904, 1772711670320, 1772711670737, 1772711671154, 1772711671571, 1772711671988, 1772711672403, 1772711672820, 1772711673238, 1772711673653, 1772711674069, 1772711674487, 1772711674903, 1772711675320, 1772711675743, 1772711676161, 1772711676569, 1772711676987, 1772711677404, 1772711677820, 1772711678237, 1772711678653, 1772711679070, 1772711679487, 1772711679903, 1772711680319, 1772711680736, 1772711681153, 1772711681570, 1772711681987, 1772711682404, 1772711682820, 1772711683238, 1772711683653, 1772711684070, 1772711684487, 1772711684892, 1772711685304, 1772711685720, 1772711686136, 1772711686553, 1772711686970, 1772711687387, 1772711687804, 1772711688220, 1772711688638, 1772711689059, 1772711689471, 1772711689887, 1772711690294, 1772711690703, 1772711691124, 1772711691536, 1772711691954, 1772711692370, 1772711692787, 1772711693195, 1772711693603, 1772711694021, 1772711694443, 1772711694854, 1772711695270, 1772711695692, 1772711696104, 1772711696527, 1772711696944, 1772711697354, 1772711697770, 1772711698187, 1772711698603, 1772711699020, 1772711699440, 1772711699853, 1772711700270, 1772711700686, 1772711701104, 1772711701520, 1772711701936, 1772711702353, 1772711702770, 1772711703188, 1772711703604, 1772711704020, 1772711704436, 1772711704854, 1772711705270, 1772711705692, 1772711706103, 1772711706520, 1772711706926, 1772711707338, 1772711707753, 1772711708169, 1772711708587, 1772711709003, 1772711709420, 1772711709837, 1772711710254, 1772711710670, 1772711711086, 1772711711492, 1772711711904, 1772711712320, 1772711712738, 1772711713153, 1772711713570, 1772711713987, 1772711714403, 1772711714820, 1772711715237, 1772711715653, 1772711716079, 1772711716487, 1772711716904, 1772711717327, 1772711717737, 1772711718153, 1772711718570, 1772711718987, 1772711719404, 1772711719821, 1772711720237, 1772711720654, 1772711721070, 1772711721487, 1772711721892, 1772711722304, 1772711722720, 1772711723127, 1772711723536, 1772711723960, 1772711724370, 1772711724788, 1772711725194, 1772711725604, 1772711726020, 1772711726437, 1772711726854, 1772711727270, 1772711727676, 1772711728094, 1772711728504, 1772711728920, 1772711729337, 1772711729754, 1772711730178, 1772711730587, 1772711731004, 1772711731421, 1772711731836, 1772711732253, 1772711732670, 1772711733088, 1772711733495, 1772711733904, 1772711734320, 1772711734737, 1772711735154, 1772711735570, 1772711735987, 1772711736404, 1772711736821, 1772711737237, 1772711737654, 1772711738071, 1772711738487, 1772711738904, 1772711739320, 1772711739737, 1772711740154, 1772711740571, 1772711740990, 1772711741404, 1772711741820, 1772711742224, 1772711742644, 1772711743053, 1772711743470, 1772711743887, 1772711744305, 1772711744720, 1772711745137, 1772711745553, 1772711745971, 1772711746387, 1772711746804, 1772711747220, 1772711747637, 1772711748054, 1772711748470, 1772711748887, 1772711749306, 1772711749723, 1772711750137, 1772711750554, 1772711750971, 1772711751391, 1772711751803, 1772711752220, 1772711752637, 1772711753054, 1772711753476, 1772711753893, 1772711754304, 1772711754721, 1772711755137, 1772711755554, 1772711755971, 1772711756387, 1772711756805, 1772711757221, 1772711757643, 1772711758054, 1772711758471, 1772711758888, 1772711759310, 1772711759721, 1772711760138, 1772711760554, 1772711760970, 1772711761388, 1772711761804, 1772711762221, 1772711762637, 1772711763054, 1772711763470, 1772711763888, 1772711764304, 1772711764712, 1772711765121, 1772711765537, 1772711765953, 1772711766371, 1772711766789, 1772711767204, 1772711767621, 1772711768026, 1772711768437, 1772711768854, 1772711769271, 1772711769687, 1772711770104, 1772711770520, 1772711770936, 1772711771354, 1772711771770, 1772711772192, 1772711772604, 1772711773021, 1772711773438, 1772711773854, 1772711774271, 1772711774687, 1772711775103, 1772711775521, 1772711775937, 1772711776354, 1772711776771, 1772711777187, 1772711777605, 1772711778021, 1772711778437, 1772711778846, 1772711779254, 1772711779671, 1772711780087, 1772711780504, 1772711780920, 1772711781342, 1772711781755, 1772711782171, 1772711782595, 1772711783005, 1772711783421, 1772711783837, 1772711784243, 1772711784654, 1772711785071, 1772711785487, 1772711785904, 1772711786321, 1772711786746, 1772711787154, 1772711787576, 1772711787987, 1772711788404, 1772711788820, 1772711789229, 1772711789637, 1772711790059, 1772711790471, 1772711790887, 1772711791304, 1772711791721, 1772711792137, 1772711792553, 1772711792971, 1772711793387, 1772711793804, 1772711794221, 1772711794641, 1772711795055, 1772711795471, 1772711795887, 1772711796304, 1772711796721, 1772711797137, 1772711797542, 1772711797955, 1772711798371, 1772711798791, 1772711799204, 1772711799621, 1772711800038, 1772711800454, 1772711800871, 1772711801294, 1772711801705, 1772711802121, 1772711802542, 1772711802954, 1772711803371, 1772711803788, 1772711804192, 1772711804604, 1772711805021, 1772711805437, 1772711805841, 1772711806254, 1772711806670, 1772711807088, 1772711807493, 1772711807905, 1772711808324, 1772711808737, 1772711809154, 1772711809571, 1772711809988, 1772711810393, 1772711810804, 1772711811220, 1772711811642, 1772711812054, 1772711812471, 1772711812891, 1772711813304, 1772711813721, 1772711814127, 1772711814537, 1772711814942, 1772711815354, 1772711815777, 1772711816188, 1772711816604, 1772711817021, 1772711817443]",Win32,"[1772711659070, 1772711664486, 1772711672403, 1772711689471, 1772711697354, 1772711702770, 1772711715653, 1772711724370, 1772711738904, 1772711748470, 1772711759721, 1772711765121, 1772711779671, 1772711787576, 1772711799621, 1772711803371, 1772711813721]",94.11764705882352,829.75,16,17
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,3,None,None,None,None,None,None,None,d,0,05-02-26,05-02-26,12:47:39,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,1,L2_L1,1046511,3.9.8,L2,None,None,OldNew_test,15949,None,d,None,None,None,None,None,v,r,y,j,None,n,None,None,None,672,1280,32,720,32,0,0,1280,2,15949,None,wi_vo_test,24,pseudoword,None,Win32,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,2,None,None,None,None,None,None,None,d,0,05-02-26,05-02-26,12:47:39,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,2,L2_L1,1046511,3.9.8,L2,None,None,OldNew_test,15949,None,k,None,None,None,None,None,v,r,y,j,None,n,None,None,None,672,1280,32,720,32,0,0,1280,2,15949,None,nu_bu_test,23,pseudoword,None,Win32,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",None,6,None,None,None,None,None,None,None,k,0,05-02-26,05-02-26,12:47:39,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,3,L2_L1,1046511,3.9.8,L2,None,None,OldNew_test,15949,None,d,None,None,None,None,None,v,r,y,j,None,n,None,None,None,672,1280,32,720,32,0,0,1280,2,15949,None,lu_fo_test,28,nonword,None,Win32,None,None,None,None,None
