age,author_name,author_number,browser_codename,browser_detected,browser_name,browser_version,code_author_recog,confidence,correct_author_recog_response,correct_dutch_trial_lextale_response,correct_eng_trial_lextale_response,correct_fre_trial_lextale_response,correct_response,correct_response_author_recog,correct_response_mixed,correct_response_test,count_Stream_Test_sequence,date_startdate,date_startdateUTC,date_starttime,dutch_item,dutch_item_number,dutch_word_status,eng_item,eng_item_number,eng_word_status,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,exposure_stream,fre_item,fre_item_number,fre_word_status,global_test_counter,jatosCondition,jatosStudyResultId,jatosVersion,language,nr_correct,ntargets,phase,queryParams_SONA_ID,response_HP_test_question_key,response_OldNew_response,response_author_recog_response,response_behavior_screening_response,response_dutch_trial_lextale_response,response_eng_trial_lextale_response,response_fre_trial_lextale_response,response_gender_input,response_handedness_input,response_informed_consent_key,response_learn_disorder_input,response_mixed_OldNew_response,response_neuro_disorder_input,response_notes_response,response_smartphone_response,response_word_origin_response,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,set_origin,sona_participant_id,space_press_times,stimulus,stimulus_idx,stimulus_type,syllable_onset_time,system_os,target_onset_times,tdt_accuracy,tdt_mean_rt,tdt_total_hits,tdt_total_targets
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",None,None,None,None,None,None,3,None,None,None,None,25-01-26,25-01-26,09:18:22,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1041078,3.9.8,None,None,16,None,15706,3,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,752,1280,32,800,32,0,0,1280,None,15706,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",None,None,None,None,None,None,1,None,None,None,None,25-01-26,25-01-26,09:18:22,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1041078,3.9.8,None,None,16,None,15706,1,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,752,1280,32,800,32,0,0,1280,None,15706,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",None,None,None,None,None,None,3,None,None,None,None,25-01-26,25-01-26,09:18:22,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1041078,3.9.8,None,None,16,None,15706,3,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,752,1280,32,800,32,0,0,1280,None,15706,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",None,None,None,None,None,None,1,None,None,None,None,25-01-26,25-01-26,09:18:22,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1041078,3.9.8,None,None,16,None,15706,1,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,752,1280,32,800,32,0,0,1280,None,15706,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",None,None,None,None,None,None,2,None,None,None,None,25-01-26,25-01-26,09:18:22,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1041078,3.9.8,None,None,16,None,15706,2,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,752,1280,32,800,32,0,0,1280,None,15706,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",None,None,None,None,None,None,2,None,None,None,None,25-01-26,25-01-26,09:18:22,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1041078,3.9.8,None,None,16,None,15706,2,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,752,1280,32,800,32,0,0,1280,None,15706,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",None,None,None,None,None,None,None,None,None,None,0,25-01-26,25-01-26,09:18:22,None,None,None,None,None,None,0,0,0,0,0,"[2, 3, 6, 7, 4, 5, 0, 1, 12, 13, 8, 9, 14, 15, 10, 11, 12, 13, 99, 0, 1, 8, 9, 4, 5, 14, 15, 10, 11, 2, 3, 6, 7, 12, 13, 6, 7, 14, 15, 2, 3, 8, 9, 0, 1, 4, 5, 10, 11, 4, 5, 2, 3, 12, 13, 14, 15, 8, 9, 6, 7, 99, 10, 11, 0, 1, 6, 7, 8, 9, 12, 13, 10, 11, 0, 1, 14, 15, 4, 5, 99, 2, 3, 12, 13, 2, 3, 8, 9, 10, 11, 4, 5, 0, 1, 6, 7, 14, 15, 8, 9, 4, 5, 0, 1, 99, 2, 3, 6, 7, 10, 11, 12, 13, 14, 15, 0, 1, 2, 3, 12, 13, 6, 7, 10, 11, 99, 8, 9, 4, 5, 14, 15, 8, 9, 0, 1, 4, 5, 12, 13, 14, 15, 2, 3, 6, 7, 99, 10, 11, 0, 1, 6, 7, 10, 11, 14, 15, 8, 9, 12, 13, 4, 5, 2, 3, 0, 1, 14, 15, 6, 7, 2, 3, 8, 9, 10, 11, 4, 5, 99, 12, 13, 14, 15, 12, 13, 4, 5, 8, 9, 2, 3, 6, 7, 0, 1, 10, 11, 6, 7, 8, 9, 4, 5, 99, 12, 13, 10, 11, 2, 3, 0, 1, 14, 15, 99, 0, 1, 12, 13, 6, 7, 14, 15, 4, 5, 2, 3, 8, 9, 10, 11, 0, 1, 10, 11, 2, 3, 14, 15, 12, 13, 4, 5, 99, 8, 9, 6, 7, 8, 9, 4, 5, 14, 15, 2, 3, 12, 13, 10, 11, 6, 7, 0, 1, 6, 7, 99, 0, 1, 14, 15, 4, 5, 2, 3, 12, 13, 10, 11, 8, 9, 6, 7, 12, 13, 0, 1, 2, 3, 8, 9, 10, 11, 99, 14, 15, 4, 5, 14, 15, 4, 5, 10, 11, 12, 13, 0, 1, 99, 8, 9, 2, 3, 6, 7, 0, 1, 6, 7, 14, 15, 10, 11, 8, 9, 2, 3, 12, 13, 4, 5, 6, 7, 4, 5, 12, 13, 10, 11, 14, 15, 0, 1, 99, 8, 9, 2, 3, 14, 15, 12, 13, 4, 5, 99, 0, 1, 10, 11, 8, 9, 2, 3, 6, 7, 8, 9, 4, 5, 14, 15, 6, 7, 0, 1, 2, 3, 10, 11, 12, 13, 0, 1, 12, 13, 8, 9, 2, 3, 4, 5, 6, 7, 99, 14, 15, 10, 11, 2, 3, 0, 1, 8, 9, 99, 12, 13, 14, 15, 4, 5, 10, 11, 6, 7, 4, 5, 6, 7, 10, 11, 8, 9, 14, 15, 12, 13, 0, 1, 2, 3]",None,None,None,0,L1_L2,1041078,3.9.8,L1,17,16,exposure_with_TDT,15706,None,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,752,1280,32,800,32,0,0,1280,None,15706,"[1772034463444, 1772034468904, 1772034470406, 1772034488139, 1772034490063, 1772034496009, 1772034506298, 1772034515108, 1772034523790, 1772034537592, 1772034547990, 1772034552722, 1772034559356, 1772034564772, 1772034574494, 1772034585468, 1772034591803, 1772034606338, 1772034610978, 1772034627075, 1772034631781]",None,None,None,"[1772034461761, 1772034462179, 1772034462593, 1772034463011, 1772034463427, 1772034463843, 1772034464262, 1772034464678, 1772034465092, 1772034465511, 1772034465928, 1772034466343, 1772034466761, 1772034467178, 1772034467591, 1772034468009, 1772034468429, 1772034468848, 1772034469263, 1772034469674, 1772034470092, 1772034470508, 1772034470926, 1772034471342, 1772034471759, 1772034472178, 1772034472593, 1772034473010, 1772034473428, 1772034473843, 1772034474260, 1772034474677, 1772034475093, 1772034475510, 1772034475927, 1772034476343, 1772034476760, 1772034477176, 1772034477592, 1772034478009, 1772034478425, 1772034478842, 1772034479259, 1772034479675, 1772034480092, 1772034480509, 1772034480925, 1772034481342, 1772034481758, 1772034482174, 1772034482592, 1772034483009, 1772034483425, 1772034483842, 1772034484260, 1772034484675, 1772034485093, 1772034485510, 1772034485925, 1772034486342, 1772034486759, 1772034487174, 1772034487591, 1772034488009, 1772034488425, 1772034488842, 1772034489260, 1772034489674, 1772034490092, 1772034490510, 1772034490925, 1772034491342, 1772034491759, 1772034492175, 1772034492592, 1772034493009, 1772034493426, 1772034493841, 1772034494259, 1772034494675, 1772034495091, 1772034495508, 1772034495925, 1772034496342, 1772034496758, 1772034497175, 1772034497591, 1772034498008, 1772034498425, 1772034498841, 1772034499258, 1772034499675, 1772034500091, 1772034500508, 1772034500925, 1772034501341, 1772034501758, 1772034502175, 1772034502591, 1772034503008, 1772034503423, 1772034503841, 1772034504258, 1772034504674, 1772034505091, 1772034505508, 1772034505924, 1772034506341, 1772034506758, 1772034507174, 1772034507590, 1772034508008, 1772034508425, 1772034508841, 1772034509258, 1772034509674, 1772034510091, 1772034510507, 1772034510924, 1772034511341, 1772034511758, 1772034512174, 1772034512591, 1772034513007, 1772034513424, 1772034513840, 1772034514257, 1772034514674, 1772034515090, 1772034515507, 1772034515924, 1772034516341, 1772034516757, 1772034517174, 1772034517590, 1772034518007, 1772034518424, 1772034518841, 1772034519257, 1772034519674, 1772034520090, 1772034520507, 1772034520924, 1772034521341, 1772034521757, 1772034522174, 1772034522590, 1772034523007, 1772034523424, 1772034523840, 1772034524257, 1772034524674, 1772034525090, 1772034525507, 1772034525923, 1772034526340, 1772034526757, 1772034527173, 1772034527590, 1772034528006, 1772034528423, 1772034528840, 1772034529256, 1772034529673, 1772034530091, 1772034530506, 1772034530923, 1772034531338, 1772034531756, 1772034532173, 1772034532590, 1772034533006, 1772034533423, 1772034533840, 1772034534256, 1772034534673, 1772034535090, 1772034535506, 1772034535923, 1772034536339, 1772034536757, 1772034537173, 1772034537590, 1772034538006, 1772034538422, 1772034538838, 1772034539256, 1772034539672, 1772034540089, 1772034540505, 1772034540923, 1772034541340, 1772034541756, 1772034542172, 1772034542589, 1772034543004, 1772034543421, 1772034543838, 1772034544255, 1772034544672, 1772034545089, 1772034545505, 1772034545921, 1772034546338, 1772034546754, 1772034547172, 1772034547588, 1772034548005, 1772034548422, 1772034548839, 1772034549255, 1772034549671, 1772034550088, 1772034550504, 1772034550921, 1772034551339, 1772034551755, 1772034552171, 1772034552588, 1772034553004, 1772034553421, 1772034553838, 1772034554255, 1772034554671, 1772034555088, 1772034555505, 1772034555921, 1772034556338, 1772034556754, 1772034557171, 1772034557588, 1772034558004, 1772034558421, 1772034558838, 1772034559254, 1772034559671, 1772034560087, 1772034560504, 1772034560921, 1772034561338, 1772034561755, 1772034562172, 1772034562588, 1772034563005, 1772034563421, 1772034563838, 1772034564255, 1772034564671, 1772034565088, 1772034565505, 1772034565921, 1772034566339, 1772034566755, 1772034567171, 1772034567588, 1772034568005, 1772034568420, 1772034568838, 1772034569254, 1772034569671, 1772034570088, 1772034570504, 1772034570921, 1772034571338, 1772034571755, 1772034572171, 1772034572587, 1772034573005, 1772034573421, 1772034573838, 1772034574254, 1772034574673, 1772034575088, 1772034575504, 1772034575920, 1772034576337, 1772034576753, 1772034577171, 1772034577588, 1772034578004, 1772034578421, 1772034578837, 1772034579253, 1772034579669, 1772034580086, 1772034580504, 1772034580919, 1772034581336, 1772034581753, 1772034582170, 1772034582587, 1772034583004, 1772034583420, 1772034583837, 1772034584253, 1772034584670, 1772034585087, 1772034585503, 1772034585920, 1772034586337, 1772034586754, 1772034587170, 1772034587587, 1772034588003, 1772034588420, 1772034588837, 1772034589254, 1772034589670, 1772034590087, 1772034590504, 1772034590920, 1772034591336, 1772034591753, 1772034592169, 1772034592587, 1772034593003, 1772034593420, 1772034593837, 1772034594253, 1772034594670, 1772034595087, 1772034595503, 1772034595920, 1772034596336, 1772034596753, 1772034597170, 1772034597587, 1772034598003, 1772034598420, 1772034598838, 1772034599252, 1772034599669, 1772034600085, 1772034600503, 1772034600920, 1772034601337, 1772034601753, 1772034602170, 1772034602586, 1772034603003, 1772034603420, 1772034603837, 1772034604253, 1772034604670, 1772034605086, 1772034605502, 1772034605920, 1772034606336, 1772034606752, 1772034607172, 1772034607586, 1772034608003, 1772034608419, 1772034608836, 1772034609252, 1772034609670, 1772034610085, 1772034610501, 1772034610919, 1772034611337, 1772034611752, 1772034612169, 1772034612585, 1772034613002, 1772034613419, 1772034613836, 1772034614252, 1772034614669, 1772034615085, 1772034615502, 1772034615919, 1772034616337, 1772034616752, 1772034617169, 1772034617585, 1772034618002, 1772034618419, 1772034618837, 1772034619252, 1772034619669, 1772034620085, 1772034620501, 1772034620919, 1772034621335, 1772034621752, 1772034622169, 1772034622585, 1772034623002, 1772034623418, 1772034623834, 1772034624251, 1772034624669, 1772034625085, 1772034625502, 1772034625919, 1772034626334, 1772034626751, 1772034627168, 1772034627585, 1772034628001, 1772034628418, 1772034628835, 1772034629251, 1772034629668, 1772034630083, 1772034630500, 1772034630917, 1772034631334, 1772034631750, 1772034632167, 1772034632584, 1772034633000, 1772034633417, 1772034633834, 1772034634251, 1772034634667]",Win32,"[1772034469262, 1772034487174, 1772034495091, 1772034505508, 1772034514257, 1772034523007, 1772034536757, 1772034547172, 1772034551755, 1772034563838, 1772034573421, 1772034584670, 1772034590920, 1772034605502, 1772034610085, 1772034626334, 1772034630917]",100,887.8235294117648,17,17
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",None,3,None,None,None,None,None,None,None,k,0,25-01-26,25-01-26,09:18:22,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,1,L1_L2,1041078,3.9.8,L1,None,None,OldNew_test,15706,None,k,None,None,None,None,None,v,r,y,n,None,n,None,None,None,752,1280,32,800,32,0,0,1280,1,15706,None,gi_mi_test,10,nonword,None,Win32,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",None,2,None,None,None,None,None,None,None,d,0,25-01-26,25-01-26,09:18:22,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,2,L1_L2,1041078,3.9.8,L1,None,None,OldNew_test,15706,None,d,None,None,None,None,None,v,r,y,n,None,n,None,None,None,752,1280,32,800,32,0,0,1280,1,15706,None,je_wo_test,3,pseudoword,None,Win32,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36 Edg/145.0.0.0",None,4,None,None,None,None,None,None,None,k,0,25-01-26,25-01-26,09:18:22,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,3,L1_L2,1041078,3.9.8,L1,None,None,OldNew_test,15706,None,d,None,None,None,None,None,v,r,y,n,None,n,None,None,None,752,1280,32,800,32,0,0,1280,1,15706,None,ve_pa_test,15,nonword,None,Win32,None,None,None,None,None
