age,author_name,author_number,browser_codename,browser_detected,browser_name,browser_version,code_author_recog,confidence,correct_author_recog_response,correct_dutch_trial_lextale_response,correct_eng_trial_lextale_response,correct_fre_trial_lextale_response,correct_response,correct_response_author_recog,correct_response_mixed,correct_response_test,count_Stream_Test_sequence,date_startdate,date_startdateUTC,date_starttime,dutch_item,dutch_item_number,dutch_word_status,eng_item,eng_item_number,eng_word_status,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,exposure_stream,fre_item,fre_item_number,fre_word_status,global_test_counter,jatosCondition,jatosStudyResultId,jatosVersion,language,nr_correct,ntargets,phase,queryParams_SONA_ID,response_HP_test_question_key,response_OldNew_response,response_author_recog_response,response_behavior_screening_response,response_dutch_trial_lextale_response,response_eng_trial_lextale_response,response_fre_trial_lextale_response,response_gender_input,response_handedness_input,response_informed_consent_key,response_learn_disorder_input,response_mixed_OldNew_response,response_neuro_disorder_input,response_notes_response,response_smartphone_response,response_word_origin_response,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,set_origin,sona_participant_id,space_press_times,stimulus,stimulus_idx,stimulus_type,syllable_onset_time,system_os,target_onset_times,tdt_accuracy,tdt_mean_rt,tdt_total_hits,tdt_total_targets
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,03-01-26,03-01-26,13:36:52,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1026515,3.9.8,None,None,16,None,15689,2,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15689,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,03-01-26,03-01-26,13:36:52,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1026515,3.9.8,None,None,16,None,15689,1,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15689,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,03-01-26,03-01-26,13:36:52,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1026515,3.9.8,None,None,16,None,15689,2,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15689,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,03-01-26,03-01-26,13:36:52,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1026515,3.9.8,None,None,16,None,15689,3,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15689,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,03-01-26,03-01-26,13:36:52,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1026515,3.9.8,None,None,16,None,15689,1,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15689,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,03-01-26,03-01-26,13:36:52,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1026515,3.9.8,None,None,16,None,15689,3,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15689,[],None,None,None,[],MacIntel,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,None,None,None,None,0,03-01-26,03-01-26,13:36:52,None,None,None,None,None,None,0,0,0,0,0,"[8, 9, 4, 5, 14, 15, 0, 1, 12, 13, 2, 3, 6, 7, 10, 11, 0, 1, 10, 11, 8, 9, 2, 3, 14, 15, 12, 13, 99, 4, 5, 6, 7, 14, 15, 2, 3, 4, 5, 6, 7, 0, 1, 12, 13, 8, 9, 10, 11, 99, 0, 1, 10, 11, 2, 3, 12, 13, 6, 7, 4, 5, 8, 9, 14, 15, 8, 9, 2, 3, 12, 13, 0, 1, 14, 15, 6, 7, 4, 5, 10, 11, 0, 1, 99, 6, 7, 12, 13, 8, 9, 2, 3, 10, 11, 14, 15, 4, 5, 99, 0, 1, 2, 3, 14, 15, 6, 7, 12, 13, 4, 5, 10, 11, 99, 8, 9, 0, 1, 8, 9, 12, 13, 14, 15, 6, 7, 10, 11, 2, 3, 4, 5, 2, 3, 8, 9, 10, 11, 6, 7, 0, 1, 14, 15, 99, 12, 13, 4, 5, 14, 15, 0, 1, 8, 9, 6, 7, 2, 3, 12, 13, 10, 11, 4, 5, 6, 7, 2, 3, 0, 1, 8, 9, 14, 15, 12, 13, 10, 11, 99, 4, 5, 10, 11, 12, 13, 0, 1, 14, 15, 2, 3, 4, 5, 6, 7, 8, 9, 2, 3, 12, 13, 99, 0, 1, 8, 9, 6, 7, 14, 15, 4, 5, 10, 11, 2, 3, 0, 1, 12, 13, 10, 11, 99, 6, 7, 4, 5, 8, 9, 14, 15, 99, 10, 11, 14, 15, 8, 9, 6, 7, 0, 1, 4, 5, 2, 3, 12, 13, 4, 5, 12, 13, 2, 3, 10, 11, 14, 15, 8, 9, 0, 1, 6, 7, 12, 13, 6, 7, 0, 1, 8, 9, 99, 14, 15, 2, 3, 4, 5, 10, 11, 8, 9, 2, 3, 10, 11, 0, 1, 6, 7, 12, 13, 14, 15, 4, 5, 99, 0, 1, 8, 9, 4, 5, 10, 11, 6, 7, 2, 3, 12, 13, 14, 15, 12, 13, 0, 1, 99, 8, 9, 6, 7, 4, 5, 2, 3, 10, 11, 14, 15, 10, 11, 6, 7, 2, 3, 0, 1, 4, 5, 8, 9, 14, 15, 99, 12, 13, 14, 15, 10, 11, 99, 2, 3, 8, 9, 12, 13, 4, 5, 6, 7, 0, 1, 14, 15, 4, 5, 2, 3, 12, 13, 6, 7, 8, 9, 10, 11, 0, 1, 6, 7, 2, 3, 12, 13, 0, 1, 14, 15, 10, 11, 99, 8, 9, 4, 5, 6, 7, 99, 14, 15, 8, 9, 10, 11, 0, 1, 4, 5, 2, 3, 12, 13, 14, 15, 4, 5, 12, 13, 10, 11, 2, 3, 8, 9, 0, 1, 6, 7]",None,None,None,0,L1_L2,1026515,3.9.8,L1,17,16,exposure_with_TDT,15689,None,None,None,None,None,None,None,v,r,y,n,None,n,None,None,None,924,1470,30,956,30,0,124,1470,None,15689,"[1770122519063, 1770122527732, 1770122542425, 1770122548728, 1770122554809, 1770122561097, 1770122567736, 1770122582375, 1770122592073, 1770122600617, 1770122605182, 1770122621652, 1770122632089, 1770122640845, 1770122651961, 1770122655031, 1770122672002, 1770122675010]",None,None,None,"[1770122506636, 1770122507052, 1770122507468, 1770122507885, 1770122508302, 1770122508718, 1770122509135, 1770122509552, 1770122509968, 1770122510385, 1770122510802, 1770122511218, 1770122511635, 1770122512052, 1770122512468, 1770122512885, 1770122513302, 1770122513718, 1770122514135, 1770122514552, 1770122514968, 1770122515385, 1770122515802, 1770122516218, 1770122516635, 1770122517051, 1770122517469, 1770122517885, 1770122518301, 1770122518718, 1770122519135, 1770122519552, 1770122519968, 1770122520385, 1770122520801, 1770122521218, 1770122521635, 1770122522051, 1770122522468, 1770122522885, 1770122523301, 1770122523718, 1770122524135, 1770122524551, 1770122524968, 1770122525385, 1770122525801, 1770122526218, 1770122526635, 1770122527052, 1770122527468, 1770122527885, 1770122528302, 1770122528718, 1770122529136, 1770122529551, 1770122529968, 1770122530386, 1770122530801, 1770122531218, 1770122531635, 1770122532051, 1770122532468, 1770122532885, 1770122533301, 1770122533718, 1770122534135, 1770122534552, 1770122534968, 1770122535385, 1770122535802, 1770122536218, 1770122536635, 1770122537051, 1770122537468, 1770122537885, 1770122538301, 1770122538719, 1770122539136, 1770122539551, 1770122539968, 1770122540385, 1770122540801, 1770122541219, 1770122541635, 1770122542052, 1770122542469, 1770122542886, 1770122543301, 1770122543718, 1770122544135, 1770122544551, 1770122544968, 1770122545385, 1770122545801, 1770122546218, 1770122546636, 1770122547051, 1770122547468, 1770122547885, 1770122548301, 1770122548718, 1770122549135, 1770122549552, 1770122549968, 1770122550384, 1770122550801, 1770122551219, 1770122551635, 1770122552051, 1770122552468, 1770122552885, 1770122553301, 1770122553718, 1770122554134, 1770122554551, 1770122554968, 1770122555386, 1770122555801, 1770122556218, 1770122556634, 1770122557051, 1770122557468, 1770122557884, 1770122558301, 1770122558718, 1770122559134, 1770122559551, 1770122559968, 1770122560384, 1770122560801, 1770122561218, 1770122561634, 1770122562051, 1770122562469, 1770122562884, 1770122563301, 1770122563718, 1770122564135, 1770122564551, 1770122564968, 1770122565384, 1770122565801, 1770122566218, 1770122566634, 1770122567051, 1770122567468, 1770122567884, 1770122568301, 1770122568718, 1770122569134, 1770122569551, 1770122569968, 1770122570384, 1770122570801, 1770122571218, 1770122571634, 1770122572051, 1770122572468, 1770122572884, 1770122573301, 1770122573718, 1770122574135, 1770122574551, 1770122574968, 1770122575384, 1770122575801, 1770122576218, 1770122576634, 1770122577051, 1770122577468, 1770122577884, 1770122578301, 1770122578718, 1770122579134, 1770122579551, 1770122579968, 1770122580384, 1770122580801, 1770122581218, 1770122581634, 1770122582051, 1770122582468, 1770122582884, 1770122583301, 1770122583718, 1770122584134, 1770122584551, 1770122584968, 1770122585384, 1770122585801, 1770122586218, 1770122586634, 1770122587051, 1770122587468, 1770122587885, 1770122588301, 1770122588718, 1770122589134, 1770122589551, 1770122589968, 1770122590384, 1770122590801, 1770122591217, 1770122591634, 1770122592051, 1770122592467, 1770122592884, 1770122593301, 1770122593717, 1770122594134, 1770122594551, 1770122594967, 1770122595384, 1770122595801, 1770122596217, 1770122596634, 1770122597051, 1770122597467, 1770122597884, 1770122598301, 1770122598717, 1770122599134, 1770122599551, 1770122599967, 1770122600384, 1770122600802, 1770122601217, 1770122601634, 1770122602051, 1770122602467, 1770122602884, 1770122603301, 1770122603717, 1770122604134, 1770122604552, 1770122604967, 1770122605384, 1770122605801, 1770122606217, 1770122606634, 1770122607051, 1770122607468, 1770122607884, 1770122608302, 1770122608717, 1770122609134, 1770122609551, 1770122609967, 1770122610384, 1770122610801, 1770122611217, 1770122611634, 1770122612051, 1770122612467, 1770122612884, 1770122613301, 1770122613717, 1770122614134, 1770122614551, 1770122614967, 1770122615384, 1770122615801, 1770122616217, 1770122616634, 1770122617051, 1770122617467, 1770122617884, 1770122618301, 1770122618717, 1770122619134, 1770122619551, 1770122619967, 1770122620384, 1770122620801, 1770122621217, 1770122621634, 1770122622051, 1770122622467, 1770122622884, 1770122623301, 1770122623717, 1770122624134, 1770122624551, 1770122624967, 1770122625384, 1770122625801, 1770122626217, 1770122626634, 1770122627051, 1770122627467, 1770122627884, 1770122628301, 1770122628717, 1770122629134, 1770122629552, 1770122629967, 1770122630384, 1770122630802, 1770122631217, 1770122631634, 1770122632051, 1770122632467, 1770122632884, 1770122633301, 1770122633717, 1770122634134, 1770122634551, 1770122634967, 1770122635384, 1770122635801, 1770122636217, 1770122636634, 1770122637051, 1770122637467, 1770122637884, 1770122638301, 1770122638717, 1770122639134, 1770122639550, 1770122639967, 1770122640384, 1770122640801, 1770122641217, 1770122641634, 1770122642051, 1770122642467, 1770122642884, 1770122643300, 1770122643717, 1770122644134, 1770122644551, 1770122644967, 1770122645384, 1770122645800, 1770122646217, 1770122646634, 1770122647050, 1770122647467, 1770122647884, 1770122648301, 1770122648717, 1770122649134, 1770122649551, 1770122649967, 1770122650384, 1770122650800, 1770122651218, 1770122651634, 1770122652051, 1770122652467, 1770122652884, 1770122653300, 1770122653717, 1770122654134, 1770122654550, 1770122654968, 1770122655384, 1770122655800, 1770122656217, 1770122656634, 1770122657050, 1770122657467, 1770122657884, 1770122658301, 1770122658718, 1770122659134, 1770122659550, 1770122659967, 1770122660384, 1770122660800, 1770122661217, 1770122661634, 1770122662050, 1770122662467, 1770122662884, 1770122663300, 1770122663717, 1770122664134, 1770122664550, 1770122664967, 1770122665384, 1770122665800, 1770122666218, 1770122666634, 1770122667051, 1770122667467, 1770122667884, 1770122668300, 1770122668717, 1770122669134, 1770122669551, 1770122669967, 1770122670384, 1770122670800, 1770122671217, 1770122671634, 1770122672050, 1770122672467, 1770122672884, 1770122673300, 1770122673717, 1770122674134, 1770122674550, 1770122674967, 1770122675384, 1770122675800, 1770122676217, 1770122676634, 1770122677050, 1770122677467, 1770122677884, 1770122678300, 1770122678717, 1770122679133, 1770122679550]",MacIntel,"[1770122518301, 1770122527052, 1770122541635, 1770122547885, 1770122554134, 1770122567051, 1770122581634, 1770122591217, 1770122599967, 1770122603717, 1770122620801, 1770122631217, 1770122639967, 1770122651218, 1770122654134, 1770122671217, 1770122674134]",100,826.4117647058823,17,17
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,3,None,None,None,None,None,None,None,k,0,03-01-26,03-01-26,13:36:52,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,1,L1_L2,1026515,3.9.8,L1,None,None,OldNew_test,15689,None,k,None,None,None,None,None,v,r,y,n,None,n,None,None,None,924,1470,30,956,30,0,124,1470,1,15689,None,gi_mi_test,10,nonword,None,MacIntel,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,6,None,None,None,None,None,None,None,d,0,03-01-26,03-01-26,13:36:52,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,2,L1_L2,1026515,3.9.8,L1,None,None,OldNew_test,15689,None,d,None,None,None,None,None,v,r,y,n,None,n,None,None,None,924,1470,30,956,30,0,124,1470,1,15689,None,ve_fe_test,7,pseudoword,None,MacIntel,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,2,None,None,None,None,None,None,None,d,0,03-01-26,03-01-26,13:36:52,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,3,L1_L2,1026515,3.9.8,L1,None,None,OldNew_test,15689,None,k,None,None,None,None,None,v,r,y,n,None,n,None,None,None,924,1470,30,956,30,0,124,1470,1,15689,None,ju_mi_test,4,pseudoword,None,MacIntel,None,None,None,None,None
