age,author_name,author_number,browser_codename,browser_detected,browser_name,browser_version,code_author_recog,confidence,correct_author_recog_response,correct_dutch_trial_lextale_response,correct_eng_trial_lextale_response,correct_fre_trial_lextale_response,correct_response,correct_response_author_recog,correct_response_mixed,correct_response_test,count_Stream_Test_sequence,date_startdate,date_startdateUTC,date_starttime,dutch_item,dutch_item_number,dutch_word_status,eng_item,eng_item_number,eng_word_status,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,exposure_stream,fre_item,fre_item_number,fre_word_status,global_test_counter,jatosCondition,jatosStudyResultId,jatosVersion,language,nr_correct,ntargets,phase,queryParams_SONA_ID,response_HP_test_question_key,response_OldNew_response,response_author_recog_response,response_behavior_screening_response,response_dutch_trial_lextale_response,response_eng_trial_lextale_response,response_fre_trial_lextale_response,response_gender_input,response_handedness_input,response_informed_consent_key,response_learn_disorder_input,response_mixed_OldNew_response,response_neuro_disorder_input,response_notes_response,response_smartphone_response,response_word_origin_response,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,set_origin,sona_participant_id,space_press_times,stimulus,stimulus_idx,stimulus_type,syllable_onset_time,system_os,target_onset_times,tdt_accuracy,tdt_mean_rt,tdt_total_hits,tdt_total_targets
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,19-01-26,19-01-26,20:37:05,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038518,3.9.8,None,None,16,None,15878,1,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,816,1536,24,864,24,0,0,1536,None,15878,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,19-01-26,19-01-26,20:37:05,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038518,3.9.8,None,None,16,None,15878,2,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,816,1536,24,864,24,0,0,1536,None,15878,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,1,None,None,None,None,19-01-26,19-01-26,20:37:05,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038518,3.9.8,None,None,16,None,15878,1,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,816,1536,24,864,24,0,0,1536,None,15878,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,19-01-26,19-01-26,20:37:05,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038518,3.9.8,None,None,16,None,15878,3,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,816,1536,24,864,24,0,0,1536,None,15878,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,2,None,None,None,None,19-01-26,19-01-26,20:37:05,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038518,3.9.8,None,None,16,None,15878,2,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,816,1536,24,864,24,0,0,1536,None,15878,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,3,None,None,None,None,19-01-26,19-01-26,20:37:05,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,0,L1_L2,1038518,3.9.8,None,None,16,None,15878,3,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,816,1536,24,864,24,0,0,1536,None,15878,[],None,None,None,[],Win32,[],None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,None,None,None,None,None,None,None,None,None,0,19-01-26,19-01-26,20:37:05,None,None,None,None,None,None,0,0,0,0,0,"[12, 13, 2, 3, 10, 11, 6, 7, 0, 1, 4, 5, 14, 15, 8, 9, 4, 5, 2, 3, 6, 7, 0, 1, 10, 11, 14, 15, 8, 9, 12, 13, 6, 7, 4, 5, 99, 2, 3, 0, 1, 14, 15, 10, 11, 8, 9, 12, 13, 10, 11, 4, 5, 0, 1, 2, 3, 99, 8, 9, 14, 15, 12, 13, 6, 7, 99, 14, 15, 12, 13, 2, 3, 6, 7, 4, 5, 0, 1, 10, 11, 8, 9, 10, 11, 8, 9, 12, 13, 0, 1, 2, 3, 14, 15, 4, 5, 6, 7, 99, 2, 3, 0, 1, 14, 15, 6, 7, 8, 9, 10, 11, 4, 5, 12, 13, 10, 11, 4, 5, 2, 3, 99, 6, 7, 8, 9, 12, 13, 14, 15, 0, 1, 8, 9, 2, 3, 10, 11, 0, 1, 4, 5, 12, 13, 99, 14, 15, 6, 7, 4, 5, 6, 7, 8, 9, 14, 15, 12, 13, 0, 1, 2, 3, 10, 11, 0, 1, 4, 5, 6, 7, 99, 10, 11, 8, 9, 12, 13, 2, 3, 14, 15, 0, 1, 99, 14, 15, 6, 7, 12, 13, 8, 9, 2, 3, 10, 11, 4, 5, 12, 13, 0, 1, 6, 7, 14, 15, 2, 3, 99, 4, 5, 8, 9, 10, 11, 2, 3, 10, 11, 14, 15, 0, 1, 6, 7, 12, 13, 4, 5, 8, 9, 99, 12, 13, 0, 1, 10, 11, 6, 7, 8, 9, 4, 5, 2, 3, 14, 15, 8, 9, 14, 15, 2, 3, 0, 1, 10, 11, 12, 13, 6, 7, 4, 5, 12, 13, 8, 9, 99, 2, 3, 0, 1, 6, 7, 4, 5, 14, 15, 10, 11, 0, 1, 2, 3, 8, 9, 4, 5, 12, 13, 10, 11, 99, 6, 7, 14, 15, 12, 13, 10, 11, 4, 5, 0, 1, 99, 2, 3, 8, 9, 14, 15, 6, 7, 8, 9, 6, 7, 14, 15, 2, 3, 12, 13, 10, 11, 4, 5, 0, 1, 10, 11, 12, 13, 0, 1, 4, 5, 8, 9, 2, 3, 14, 15, 99, 6, 7, 4, 5, 2, 3, 12, 13, 14, 15, 10, 11, 0, 1, 8, 9, 99, 6, 7, 14, 15, 12, 13, 0, 1, 6, 7, 2, 3, 4, 5, 8, 9, 10, 11, 14, 15, 6, 7, 10, 11, 0, 1, 8, 9, 99, 12, 13, 2, 3, 4, 5, 12, 13, 2, 3, 99, 14, 15, 10, 11, 8, 9, 6, 7, 0, 1, 4, 5, 6, 7, 0, 1, 14, 15, 2, 3, 8, 9, 4, 5, 12, 13, 10, 11]",None,None,None,0,L1_L2,1038518,3.9.8,L1,17,16,exposure_with_TDT,15878,None,None,None,None,None,None,None,v,r,y,j,None,n,None,None,None,816,1536,24,864,24,0,0,1536,None,15878,"[1771530373392, 1771530376033, 1771530380073, 1771530381715, 1771530386275, 1771530389454, 1771530392020, 1771530394957, 1771530398736, 1771530404500, 1771530406364, 1771530412492, 1771530417340, 1771530420135, 1771530422045, 1771530428677, 1771530431654, 1771530439912, 1771530442816, 1771530443996, 1771530448289, 1771530451525, 1771530453421, 1771530458749, 1771530461305, 1771530462950, 1771530468255, 1771530470806, 1771530475631, 1771530479204, 1771530483751, 1771530488730, 1771530493724, 1771530494478, 1771530499552, 1771530507887, 1771530510391, 1771530515887, 1771530520936, 1771530523003, 1771530535001, 1771530539584]",None,None,None,"[1771530370489, 1771530370914, 1771530371331, 1771530371750, 1771530372166, 1771530372582, 1771530373000, 1771530373418, 1771530373830, 1771530374249, 1771530374664, 1771530375083, 1771530375496, 1771530375914, 1771530376331, 1771530376749, 1771530377165, 1771530377581, 1771530377999, 1771530378413, 1771530378839, 1771530379248, 1771530379663, 1771530380088, 1771530380499, 1771530380915, 1771530381331, 1771530381748, 1771530382167, 1771530382581, 1771530382998, 1771530383404, 1771530383811, 1771530384232, 1771530384648, 1771530385075, 1771530385498, 1771530385913, 1771530386332, 1771530386748, 1771530387165, 1771530387582, 1771530388005, 1771530388415, 1771530388831, 1771530389248, 1771530389657, 1771530390065, 1771530390481, 1771530390899, 1771530391314, 1771530391731, 1771530392149, 1771530392565, 1771530392981, 1771530393397, 1771530393818, 1771530394231, 1771530394649, 1771530395067, 1771530395482, 1771530395898, 1771530396314, 1771530396735, 1771530397148, 1771530397565, 1771530397981, 1771530398399, 1771530398815, 1771530399231, 1771530399648, 1771530400064, 1771530400478, 1771530400897, 1771530401315, 1771530401730, 1771530402148, 1771530402565, 1771530402980, 1771530403400, 1771530403814, 1771530404230, 1771530404649, 1771530405064, 1771530405481, 1771530405898, 1771530406313, 1771530406730, 1771530407147, 1771530407564, 1771530407980, 1771530408399, 1771530408814, 1771530409230, 1771530409648, 1771530410063, 1771530410481, 1771530410898, 1771530411314, 1771530411732, 1771530412150, 1771530412564, 1771530412980, 1771530413397, 1771530413814, 1771530414230, 1771530414648, 1771530415064, 1771530415480, 1771530415897, 1771530416314, 1771530416730, 1771530417148, 1771530417564, 1771530417983, 1771530418398, 1771530418814, 1771530419231, 1771530419647, 1771530420064, 1771530420481, 1771530420897, 1771530421314, 1771530421728, 1771530422148, 1771530422564, 1771530422981, 1771530423397, 1771530423815, 1771530424231, 1771530424648, 1771530425064, 1771530425481, 1771530425897, 1771530426314, 1771530426732, 1771530427148, 1771530427562, 1771530427980, 1771530428397, 1771530428814, 1771530429231, 1771530429648, 1771530430065, 1771530430480, 1771530430897, 1771530431313, 1771530431730, 1771530432148, 1771530432564, 1771530432981, 1771530433398, 1771530433814, 1771530434231, 1771530434647, 1771530435064, 1771530435481, 1771530435898, 1771530436312, 1771530436731, 1771530437147, 1771530437565, 1771530437981, 1771530438398, 1771530438815, 1771530439233, 1771530439647, 1771530440064, 1771530440480, 1771530440897, 1771530441314, 1771530441731, 1771530442148, 1771530442565, 1771530442980, 1771530443397, 1771530443814, 1771530444232, 1771530444646, 1771530445064, 1771530445480, 1771530445897, 1771530446314, 1771530446730, 1771530447149, 1771530447562, 1771530447980, 1771530448398, 1771530448814, 1771530449230, 1771530449648, 1771530450065, 1771530450480, 1771530450898, 1771530451313, 1771530451731, 1771530452148, 1771530452564, 1771530452980, 1771530453397, 1771530453814, 1771530454231, 1771530454645, 1771530455064, 1771530455480, 1771530455897, 1771530456313, 1771530456731, 1771530457148, 1771530457564, 1771530457981, 1771530458398, 1771530458815, 1771530459231, 1771530459647, 1771530460064, 1771530460483, 1771530460898, 1771530461314, 1771530461729, 1771530462147, 1771530462564, 1771530462981, 1771530463399, 1771530463815, 1771530464230, 1771530464647, 1771530465064, 1771530465481, 1771530465898, 1771530466314, 1771530466731, 1771530467148, 1771530467564, 1771530467980, 1771530468397, 1771530468812, 1771530469231, 1771530469648, 1771530470064, 1771530470481, 1771530470898, 1771530471314, 1771530471730, 1771530472149, 1771530472564, 1771530472981, 1771530473398, 1771530473816, 1771530474230, 1771530474648, 1771530475064, 1771530475481, 1771530475897, 1771530476313, 1771530476730, 1771530477148, 1771530477566, 1771530477982, 1771530478398, 1771530478814, 1771530479231, 1771530479647, 1771530480064, 1771530480481, 1771530480900, 1771530481314, 1771530481728, 1771530482149, 1771530482564, 1771530482983, 1771530483398, 1771530483815, 1771530484231, 1771530484648, 1771530485064, 1771530485480, 1771530485899, 1771530486315, 1771530486730, 1771530487147, 1771530487564, 1771530487981, 1771530488397, 1771530488814, 1771530489230, 1771530489648, 1771530490064, 1771530490481, 1771530490898, 1771530491314, 1771530491731, 1771530492148, 1771530492564, 1771530492983, 1771530493398, 1771530493814, 1771530494230, 1771530494645, 1771530495061, 1771530495482, 1771530495897, 1771530496314, 1771530496730, 1771530497147, 1771530497564, 1771530497982, 1771530498397, 1771530498814, 1771530499231, 1771530499647, 1771530500067, 1771530500481, 1771530500898, 1771530501314, 1771530501729, 1771530502147, 1771530502564, 1771530502981, 1771530503400, 1771530503814, 1771530504232, 1771530504647, 1771530505063, 1771530505480, 1771530505899, 1771530506314, 1771530506731, 1771530507149, 1771530507564, 1771530507980, 1771530508397, 1771530508813, 1771530509230, 1771530509648, 1771530510064, 1771530510481, 1771530510897, 1771530511314, 1771530511730, 1771530512148, 1771530512564, 1771530512982, 1771530513399, 1771530513814, 1771530514230, 1771530514650, 1771530515064, 1771530515481, 1771530515898, 1771530516314, 1771530516732, 1771530517147, 1771530517564, 1771530517981, 1771530518398, 1771530518814, 1771530519231, 1771530519648, 1771530520065, 1771530520481, 1771530520897, 1771530521314, 1771530521733, 1771530522149, 1771530522564, 1771530522980, 1771530523397, 1771530523814, 1771530524231, 1771530524648, 1771530525064, 1771530525484, 1771530525898, 1771530526314, 1771530526730, 1771530527147, 1771530527564, 1771530527980, 1771530528398, 1771530528814, 1771530529230, 1771530529648, 1771530530064, 1771530530480, 1771530530898, 1771530531312, 1771530531731, 1771530532147, 1771530532564, 1771530532981, 1771530533397, 1771530533814, 1771530534231, 1771530534648, 1771530535064, 1771530535482, 1771530535898, 1771530536313, 1771530536730, 1771530537148, 1771530537564, 1771530537970, 1771530538380, 1771530538798, 1771530539214, 1771530539630, 1771530540051, 1771530540464, 1771530540881, 1771530541298, 1771530541714, 1771530542131, 1771530542548, 1771530542965, 1771530543381]",Win32,"[1771530385498, 1771530394231, 1771530397981, 1771530411732, 1771530421314, 1771530430897, 1771530442148, 1771530447562, 1771530457981, 1771530467564, 1771530482983, 1771530493398, 1771530498814, 1771530515064, 1771530522149, 1771530534231, 1771530538798]",100,730.8823529411765,17,17
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,3,None,None,None,None,None,None,None,d,0,19-01-26,19-01-26,20:37:05,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,1,L1_L2,1038518,3.9.8,L1,None,None,OldNew_test,15878,None,d,None,None,None,None,None,v,r,y,j,None,n,None,None,None,816,1536,24,864,24,0,0,1536,1,15878,None,be_pa_test,1,pseudoword,None,Win32,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,4,None,None,None,None,None,None,None,d,0,19-01-26,19-01-26,20:37:05,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,2,L1_L2,1038518,3.9.8,L1,None,None,OldNew_test,15878,None,d,None,None,None,None,None,v,r,y,j,None,n,None,None,None,816,1536,24,864,24,0,0,1536,1,15878,None,ke_ge_test,5,pseudoword,None,Win32,None,None,None,None,None
18,None,None,Mozilla,None,Netscape,"5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Safari/537.36",None,5,None,None,None,None,None,None,None,k,0,19-01-26,19-01-26,20:37:05,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,3,L1_L2,1038518,3.9.8,L1,None,None,OldNew_test,15878,None,d,None,None,None,None,None,v,r,y,j,None,n,None,None,None,816,1536,24,864,24,0,0,1536,1,15878,None,me_fe_test,14,nonword,None,Win32,None,None,None,None,None
